d3mIndex,LRS-name,ID-type,Right-Ascension,Declination,Scale_Factor,Blue_base_1,Blue_base_2,Red_base_1,Red_base_2,blue-band-flux_1,blue-band-flux_2,blue-band-flux_3,blue-band-flux_4,blue-band-flux_5,blue-band-flux_6,blue-band-flux_7,blue-band-flux_8,blue-band-flux_9,blue-band-flux_10,blue-band-flux_11,blue-band-flux_12,blue-band-flux_13,blue-band-flux_14,blue-band-flux_15,blue-band-flux_16,blue-band-flux_17,blue-band-flux_18,blue-band-flux_19,blue-band-flux_20,blue-band-flux_21,blue-band-flux_22,blue-band-flux_23,blue-band-flux_24,blue-band-flux_25,blue-band-flux_26,blue-band-flux_27,blue-band-flux_28,blue-band-flux_29,blue-band-flux_30,blue-band-flux_31,blue-band-flux_32,blue-band-flux_33,blue-band-flux_34,blue-band-flux_35,blue-band-flux_36,blue-band-flux_37,blue-band-flux_38,blue-band-flux_39,blue-band-flux_40,blue-band-flux_41,blue-band-flux_42,blue-band-flux_43,blue-band-flux_44,red-band-flux_1,red-band-flux_2,red-band-flux_3,red-band-flux_4,red-band-flux_5,red-band-flux_6,red-band-flux_7,red-band-flux_8,red-band-flux_9,red-band-flux_10,red-band-flux_11,red-band-flux_12,red-band-flux_13,red-band-flux_14,red-band-flux_15,red-band-flux_16,red-band-flux_17,red-band-flux_18,red-band-flux_19,red-band-flux_20,red-band-flux_21,red-band-flux_22,red-band-flux_23,red-band-flux_24,red-band-flux_25,red-band-flux_26,red-band-flux_27,red-band-flux_28,red-band-flux_29,red-band-flux_30,red-band-flux_31,red-band-flux_32,red-band-flux_33,red-band-flux_34,red-band-flux_35,red-band-flux_36,red-band-flux_37,red-band-flux_38,red-band-flux_39,red-band-flux_40,red-band-flux_41,red-band-flux_42,red-band-flux_43,red-band-flux_44,red-band-flux_45,red-band-flux_46,red-band-flux_47,red-band-flux_48,red-band-flux_49
90,14455-3625,4,14.759,-36.426,6.89e-16,453.0,515.0,249.0,270.0,24904.313,22729.178,20674.35,19003.77,17696.521,16700.336,15090.087,14300.488,13121.566,12264.14,11691.621,10855.207,10308.921,9893.349,9002.194,8733.053,8228.752,8173.9824,7855.3022,7594.151,6789.46,6601.546,6633.1846,6095.1445,5643.3755,5829.2847,5516.074,5244.7046,5088.3438,4890.195,4712.976,4415.5664,4332.4707,4071.6912,4043.516,3780.163,4021.2012,3684.7126,3614.8005,3372.429,3103.9397,3023.6274,3215.118,3059.0513,7106.4937,6414.834,5885.2607,5243.368,4400.2983,4079.941,3662.9312,3465.4797,3032.863,2845.9333,2677.3274,2270.937,2128.5203,2171.6755,1718.3218,1787.6571,1674.0803,1581.4312,1146.4545,1435.3898,1308.8224,1171.8187,1081.8708,1070.3386,1022.23456,1065.6112,1061.9613,911.97815,782.9145,601.59625,752.1828,816.54047,630.0299,704.86273,609.8392,621.9721,579.2348,580.9335,566.96155,615.71796,403.1497,389.20313,511.15784,293.38733,598.29095,458.93552,494.68054,472.9394,487.7915
91,17361+5746,4,17.603,57.768,3.1e-16,902.0,918.0,494.0,557.0,10132.34,9665.496,9213.904,8811.093,8543.924,8365.154,8568.902,8885.432,9389.414,10248.482,11026.79,12282.098,13273.772,13744.268,13850.548,13504.227,13061.902,12383.374,11672.849,10908.992,10401.16,9657.123,9111.203,8675.01,7871.553,7380.5073,6968.71,6500.5313,5928.7275,5498.6543,5187.452,4708.6196,4368.4688,4006.986,3689.7002,3544.6223,3478.7917,3449.5388,3322.7563,3189.881,3087.4868,2832.7021,2798.8901,2848.897,10146.313,8858.593,7552.688,6105.1523,4764.3794,3934.2036,3424.126,2993.3608,2568.7522,2465.7527,2240.8916,2247.7197,2071.7222,2028.3519,1896.635,1845.7272,2056.9727,2082.3347,2095.5388,2180.4006,2135.758,2281.6372,2234.0044,2210.782,2058.0508,2202.5117,2185.459,2124.2354,2011.2206,1934.8013,1820.304,1664.6796,1666.0409,1611.0344,1461.5621,1482.7877,1340.9691,1334.7972,1356.0725,1122.8654,1159.4097,1080.1495,1163.9646,1071.0172,991.7984,999.45715,873.02203,920.3281,900.5925
92,18450-0922,0,18.751,-9.379,2.91e-16,1168.0,1371.0,463.0,493.0,9369.612,9173.54,9272.392,9414.425,9882.663,10189.294,10305.607,10402.464,11272.866,11205.579,11397.93,11006.043,10642.93,10530.317,10042.142,9243.607,9375.104,9230.149,9203.945,8782.599,7946.542,8123.97,8163.1973,7886.8296,7447.4766,7149.0283,6549.333,6740.084,6402.632,5894.3584,5399.1675,5050.0923,4991.9106,4769.4233,4741.305,4140.6387,4078.6746,3900.661,3730.4998,3555.1543,3652.4326,3398.883,3457.086,3467.057,7377.491,7444.074,7041.1543,6442.629,5619.801,4855.698,4236.401,3692.7808,3519.6042,3366.0159,3172.0164,2911.5183,2769.73,2845.7769,2761.4124,2697.9336,2678.8154,2753.621,2704.533,2481.9868,2607.6997,2683.861,2641.3435,2515.362,2491.1262,2431.6843,2429.641,2428.9114,2239.0688,2090.972,2017.228,2062.1826,1837.1569,1783.001,1762.7639,1720.3607,1769.265,1542.9703,1457.5459,1545.5983,1511.0533,1322.6079,1275.0317,1350.0648,1395.1045,1153.2051,1082.1733,998.10364,902.3001
93,17319-6234,0,17.532,-62.568,6.93e-16,452.0,496.0,149.0,192.0,12003.397,11726.534,11687.62,11695.313,11771.009,11664.202,11032.491,10215.755,9647.029,8432.547,7267.1787,6903.6943,6413.0864,5982.918,5684.941,5335.365,5371.0024,5473.37,5631.1377,5722.2007,5679.8394,5604.7607,5528.433,5852.42,5550.7837,5889.896,5948.3003,5767.5376,5862.4653,5842.848,6092.627,5749.509,5427.798,5433.388,5145.6797,5162.613,4991.988,5205.309,4665.8633,4423.505,4411.5156,4456.1797,4358.6025,4287.466,6279.521,5941.7,5865.7725,5846.5454,5590.7085,5396.5996,5085.4604,4611.9717,4328.5986,4202.6113,4080.4307,3858.8318,3642.2944,3593.2058,3662.469,3719.167,3661.333,3648.8374,3603.631,3649.0784,3586.2844,3523.5068,3405.3572,3302.3289,3268.5498,3224.7144,3226.21,3028.825,3063.075,3016.773,2889.918,2809.65,2846.4639,2807.7585,2591.5696,2386.72,2533.0903,2447.8477,2318.555,2376.835,2374.7,2314.6675,2097.2905,2219.803,2158.535,2049.4395,2168.197,1814.9045,1879.5465
94,15186-5730,0,15.31,-57.513,1.45e-16,1840.0,1899.0,1262.0,1307.0,11878.322,10800.094,11251.648,12426.897,11727.43,11400.514,11553.013,11749.82,11920.711,11108.451,10425.99,10717.576,9816.8545,9389.43,9765.062,8844.566,8974.448,9637.162,7901.4834,8605.458,8304.8955,7434.9004,8019.8467,7478.1196,6944.0444,6637.4565,6443.8594,6086.9224,5652.137,5959.3315,5503.1997,5911.1797,5339.045,4695.1685,5007.0024,5207.401,4140.6665,5212.82,4007.178,3647.3274,4099.678,4324.5635,3515.8965,3029.3674,9030.266,7739.5713,6540.5522,6199.5947,5733.5107,5246.1104,4274.804,3926.4316,3845.271,3426.756,2786.9114,2915.022,2878.2847,2876.6934,2517.8892,2392.6953,2270.5813,2223.3005,2276.8047,2179.1907,2093.812,2069.5217,2098.6855,1691.2384,1964.7083,1874.8466,1908.6626,1753.187,1727.4955,1549.1511,1334.1809,1458.1472,1490.5273,1011.48303,1175.1831,1351.1089,1328.5787,1254.1532,1285.0802,1033.5823,1226.3584,1211.5167,1068.4441,1368.1184,1047.9706,842.3331,986.314,1090.6101,927.7459
95,21489+5301,0,21.816,53.023,3.76e-16,965.0,963.0,425.0,498.0,9743.672,10086.659,10591.314,11065.35,10920.875,10693.114,10428.611,10002.437,9606.881,9245.618,8710.4375,8256.09,8131.2046,7804.2314,7760.1797,7511.5913,7358.5337,7473.699,7514.154,7454.177,7574.2407,7342.7954,7220.354,7339.191,7118.768,7112.678,7042.9,6898.41,6532.237,6418.367,6093.835,6130.61,5755.8623,5412.9585,5297.8613,5224.406,4951.313,4683.1187,4727.2397,4668.4805,4473.7715,4395.4155,4258.27,4318.312,7787.9795,7183.7847,6794.0205,6627.252,6211.938,5612.9814,5063.082,4690.838,4241.4897,4140.03,3883.0745,3882.1428,3867.7822,3528.9004,3310.0837,3354.6301,3167.7295,3034.7532,2828.3213,2765.218,2687.4458,2555.811,2519.7344,2325.6885,2248.0193,2205.8914,2140.5146,2162.1182,2091.885,1984.9287,1782.4592,1805.3651,1700.9141,1767.9471,1719.8689,1590.9717,1606.6132,1572.0542,1554.6573,1453.9902,1532.153,1459.6827,1437.4412,1385.8182,1390.547,1331.6002,1251.844,1233.3376,1174.4249
96,20135-7152,2,20.227,-71.881,7.12e-16,249.0,252.0,213.0,294.0,7123.976,7296.9604,7573.0234,7714.1987,8167.1494,8917.877,9409.008,10359.528,11073.356,11717.198,12026.36,12339.34,12405.449,12253.953,11803.41,11147.99,10818.34,10450.517,10301.569,9900.661,9354.683,9128.113,8851.917,8387.384,7678.523,7520.6743,7315.742,6704.8687,6227.6133,5970.5083,5561.9717,5147.0723,4749.9893,4522.1553,4317.227,4071.5786,3792.844,3563.7393,3522.9717,3395.6714,3094.033,3148.7068,2999.7747,3105.3513,8809.773,8030.254,7534.623,6446.0884,5288.929,4582.3364,3842.7344,3604.5872,3324.512,2963.0562,2779.8142,2693.34,2542.0164,2492.5447,2436.755,2411.5496,2340.5715,2568.681,2486.3254,2452.3618,2466.7876,2408.71,2476.6443,2409.718,2365.7253,2268.3125,2307.087,2078.652,2099.6604,2027.7954,2025.9421,1792.5065,1770.3351,1833.4435,1780.7694,1599.5868,1634.7551,1555.412,1456.9983,1474.4021,1348.0242,1312.0128,1184.3932,1259.1233,1156.9839,1076.492,1163.9894,1154.7866,947.0795
97,14508+7421,4,14.847,74.363,1.39e-15,278.0,245.0,121.0,138.0,26642.691,24243.133,22612.984,20807.537,18971.924,17563.441,16272.669,14992.8125,13910.078,12871.125,11873.217,11187.444,10663.204,9854.157,9121.756,8597.443,8341.46,7918.421,7448.8105,7017.515,6712.1646,6491.682,6252.0146,6053.406,5726.0796,5363.142,5112.4595,5121.899,4720.5825,4656.062,4517.594,4340.779,4062.6335,3959.7273,3856.811,3756.6206,3648.205,3416.5552,3338.241,3344.8025,3074.787,3051.2095,2898.9224,2968.428,7128.363,6308.137,5567.372,4881.4204,4321.4707,3887.522,3407.0566,3126.5195,2851.4883,2623.0366,2334.3684,2073.1077,1951.5227,1829.9595,1678.295,1614.2758,1476.3402,1297.348,1268.9783,1147.5223,1132.8746,1049.7838,977.65985,908.2874,844.404,824.34534,752.2704,751.40247,665.6584,681.2413,655.75977,570.04504,602.08685,535.55884,551.1882,429.9112,478.41672,477.64093,454.96664,421.34644,426.06946,433.53796,353.38788,297.88922,340.97556,312.87265,377.8778,314.18918,247.76793
98,21383+4513,2,21.638,45.228,2.76e-16,1437.0,1337.0,496.0,493.0,15002.379,15282.171,15802.786,15639.141,15079.988,14340.515,12571.044,12804.325,11661.858,11600.74,11217.713,10404.269,9445.476,9161.596,8625.702,9097.614,8677.494,7972.2666,8379.678,8112.0835,9096.908,9013.154,8677.403,8451.968,8559.383,8155.4863,7348.7876,6987.1304,6642.0015,6177.2983,5979.244,5775.648,5331.099,4093.8552,4497.106,4223.5273,3758.6575,3834.4724,3316.2258,2409.898,2706.35,3694.3013,2646.3035,2584.0674,8297.602,8367.663,7939.3115,7128.4136,5388.743,4425.186,3702.553,3408.4363,3215.4688,2536.9644,2331.1162,2391.941,2410.463,2022.5315,2022.657,2009.906,1800.3647,1408.7465,1432.7722,1375.8738,1440.3572,1359.5466,1251.1472,1363.4434,1249.5236,1190.7766,1395.0255,1122.9353,953.83575,1066.1238,1178.4108,943.0987,954.2303,1239.3934,790.7375,579.33,607.01,761.5899,765.3592,710.2751,715.88184,548.60834,892.61566,637.0617,517.6035,685.0508,661.22656,368.88684,595.18463
99,22264+5858,4,22.441,58.978,3.04e-16,1028.0,1091.0,611.0,588.0,9713.865,9677.14,9065.524,8871.532,8649.739,8981.127,9221.768,9619.789,9578.47,10378.3955,10380.703,10139.746,10709.7705,10819.872,10490.624,10388.948,9936.279,10008.935,9696.706,9477.692,9165.495,8798.846,8386.217,8265.304,8060.888,7816.5415,7285.3486,7225.006,7031.5313,6772.7085,6423.1177,6234.5186,5674.343,5738.7334,5446.0703,4976.7017,5014.492,4658.917,4425.5986,4314.5386,4155.071,3941.143,4010.4526,3955.1008,8933.982,8823.51,7846.374,6697.3345,6273.29,5564.782,4612.9673,4505.9795,3929.3457,3363.5884,2878.9114,2782.752,2644.2158,2493.5627,2231.5427,2382.2512,2092.3699,2042.1337,1858.7456,1723.7635,2001.5131,1728.5298,1566.8938,1759.892,1697.4918,1593.9315,1588.4055,1555.0338,1562.8086,1511.2686,1503.2965,1403.3295,1346.9307,1315.9445,1322.475,1356.8395,1110.39,999.49884,1193.6193,1105.7162,985.1286,979.5231,1088.8998,1224.9009,1008.6768,852.96796,837.6599,765.46027,768.301
100,23166+1655,3,23.278,16.917,2.19e-15,161.0,169.0,124.0,168.0,7580.9927,7759.965,8283.137,8435.776,8480.418,8635.698,8630.298,8589.778,8434.236,8343.673,8156.5264,8052.796,8180.874,7937.5386,7853.1323,7622.971,7428.8125,7266.264,7081.767,6809.4663,6708.386,6530.0396,6328.865,6220.765,6126.7153,6106.4224,5965.8374,5932.377,5894.5264,5847.019,5777.5605,5641.371,5598.257,5628.021,5510.274,5464.528,5511.8555,5499.477,5438.8066,5353.5513,5354.3457,5175.1406,5059.156,5043.2695,7048.2803,6601.0063,6116.896,5902.3853,5665.9585,5517.368,5331.051,5229.931,5110.3975,4812.6426,4596.5684,4509.5874,4525.3574,4418.2183,4307.584,4204.868,4022.2646,3960.847,3749.296,3611.5144,3507.1108,3388.6702,3271.1191,3187.8232,3027.2688,2951.0176,2834.3853,2689.6646,2602.0264,2572.348,2495.2632,2370.7712,2320.044,2316.7383,2151.0007,2105.5625,2216.4243,2127.9756,2025.4847,2030.1216,2004.0327,1908.5837,1806.9944,1874.8741,1861.9786,1781.4785,1772.9835,1697.7617,1577.7644
101,23528+4821,4,23.881,48.36,5.74e-16,577.0,568.0,416.0,431.0,15375.604,14542.233,13849.163,13149.557,12263.955,11820.478,10983.808,10987.341,10445.957,10095.45,10466.05,10622.921,10672.11,10758.82,10307.14,10030.023,9565.284,9235.953,9025.716,8618.067,8179.419,8058.9043,7582.7246,7317.0044,6990.916,6640.353,6138.06,5999.584,5877.421,5711.205,5153.433,4735.967,4698.632,4736.342,4377.603,4398.9946,4391.019,4244.366,4264.1216,4282.2446,4235.106,3956.2979,3765.5872,3713.5503,8399.902,7629.0703,6638.017,5779.136,5125.8438,4699.3467,4204.3457,3828.4595,3558.6345,3125.677,2865.6697,2683.9858,2464.79,2467.486,2264.627,2071.5671,2067.7673,1964.4573,1962.307,1891.6432,1936.8217,1872.699,1802.0577,1720.0029,1714.6338,1681.5364,1730.0183,1705.0897,1585.5419,1461.1045,1563.4474,1527.1199,1484.2717,1307.6472,1269.7026,1251.34,1175.8801,1064.5321,1036.3934,1099.6208,1025.8085,795.3783,767.25446,802.7616,843.16656,642.1168,824.46655,703.36536,649.1576
102,20310+4029,4,20.517,40.494,7.71e-16,402.0,483.0,183.0,183.0,12426.871,12466.538,12907.365,12968.836,12881.302,12778.915,12301.223,11936.045,11371.716,10783.033,10094.113,9402.518,8865.431,8228.104,7724.955,7453.55,7489.77,7275.33,6985.0317,6975.254,6812.378,6755.2173,6618.13,6384.851,6193.6016,6037.5996,6033.384,5903.165,5747.2153,5535.7256,5398.78,5245.588,5153.389,5091.016,4993.424,4810.4775,4637.029,4882.307,4818.6436,4543.603,4123.5835,4003.0427,3966.5264,3816.1963,6855.244,6447.3716,6019.173,5794.233,5302.346,5135.674,4895.8286,4624.817,4168.162,3875.469,3630.2034,3542.1245,3309.0542,3183.034,3001.456,3084.1145,2924.2175,2666.7563,2655.916,2552.9314,2493.3088,2360.513,2329.3467,2271.079,2199.261,2117.9573,2145.0586,2105.7617,2050.2043,1979.7413,1967.5459,1813.0691,1772.4172,1748.0262,1620.6508,1596.2596,1668.0778,1550.1876,1495.9852,1528.5067,1472.9493,1406.5514,1378.0951,1379.4502,1318.4725,1265.6252,1260.2051,1207.3578,1009.51904
